year,country,mean_temp
2000,Albania,15.927478852977856
2001,Albania,14.572038865864101
2002,Albania,15.5739293796114
2003,Albania,15.14880652527961
2004,Albania,15.372445639681871
2005,Albania,15.594648379795956
2006,Albania,15.367064524135003
2007,Albania,15.485923545399089
2008,Albania,15.087309840298474
2009,Albania,14.932958633304679
2010,Albania,16.045319446870053
2011,Albania,15.723552626855053
2012,Albania,15.96199114593486
2013,Albania,15.393955513982519
2014,Albania,16.007783891136228
1850,Algeria,21.95391848040009
1851,Algeria,22.190782888920523
1852,Algeria,21.834060404774448
1853,Algeria,21.767298232973587
1854,Algeria,21.699812647555348
1855,Algeria,22.151478346167664
1856,Algeria,23.00283655471685
1857,Algeria,22.7611491716288
1858,Algeria,21.539646909861574
1859,Algeria,21.292657915786833
1860,Algeria,22.462711930638307
1861,Algeria,21.257912430369572
1862,Algeria,21.14121782295649
1863,Algeria,22.340064198795687
1864,Algeria,21.317729331501766
1865,Algeria,21.867055366329055
1866,Algeria,21.362217867159075
1867,Algeria,22.384739057060756
1868,Algeria,21.78254225781552
1869,Algeria,22.221901899792954
1870,Algeria,21.201652767377823
1871,Algeria,21.465201543262424
1872,Algeria,22.980195108948863
1873,Algeria,22.82987851559085
1874,Algeria,21.527562612368683
